房源标题,网页网址,性别要求,房屋类型,合租/整租,地址,每月租金,出租时长,时间,学校,出租方式,房源,联系方式
超低价转租irent公寓,https://hongkong365.cn/house/6427c37e2c01fa4c7e1c8df7,女性,唐楼,合租, 九龙城/启德-衙前围道,2900,可议,2023-04-01,nan,个人,花生香港,
旺角/旺角东站独立卫卧，无中介费，5月10日前后可起租,https://hongkong365.cn/house/6427cdcd588e5475ef6fef36,女性,洋楼,整租, 油麻地/旺角/太子-洗衣街,6300,可议,2023-04-01,nan,个人,花生香港,
我是一手房东：23fall合城大/浸大/港大校外 ~约15分钟去城/浸大 下电梯即到地铁站口 精緻新装「套间独卫独厨」有傢电包网速，拎包入住。24小时保安，有电梯,https://hongkong365.cn/house/64242e3fcaa3f001953d7eb4,男女皆可,洋楼,合租, 牛头角/九龙湾/观塘-蓝田地铁站上蓋出口，下电梯即到地铁站入口（房东试搭车程约13/14分钟到九龍塘),6500,可议,2023-04-01,nan,房东,花生香港,
大围名城一期单人间,https://hongkong365.cn/house/6427e3fa588e5475ef6fef51,女性,学生公寓,合租, 大围/沙田-大围[地铁站],2900,可议,2023-04-01,港中文,个人,花生香港,
近港大5月初-7月底（可议价）,https://hongkong365.cn/house/64280810bbd76413ea4dae58,男性,学生公寓,合租, 西营盘/坚尼地城/石塘咀-兆安大厦,4800,可议,2023-04-01,nan,个人,花生香港,
大围名城单间转租,https://hongkong365.cn/house/642831bbbbd76413ea4daeab,女性,洋楼,合租, 大围/沙田-名城,6500,可议,2023-04-01,港中文,个人,花生香港,
沙田大围主卧酒店式公寓女生合租室友近中大cuhk城大cityu单间,https://www.gangpiaoquan.com/Rent/info/id/109774.html,女性,酒店式公寓,合租,新界/大围/沙田,6600.0,短租,2023-04-01,港中文,,港漂圈,微信 vickyfam0414
海湾轩客厅转租（已被预定,https://hongkong365.cn/house/6426ff5d588e5475ef6fee42,女性,酒店式公寓,合租, 红磡/黄埔-海湾轩海景酒店健身室,4889,可议,2023-03-31,nan,个人,花生香港,
超低价转租 可住四人 可直接和房东签合同近港中文近口岸,https://hongkong365.cn/house/6426e17c588e5475ef6fedf0,男女皆可,洋楼,整租, 粉岭/上水-牵晴间,10000,0个月,2023-03-31,港中文,房东,花生香港,
海滨南岸6座小房4月初到8月底短租,https://hongkong365.cn/house/64242dea157cf72d4500f936,男性,洋楼,合租, 红磡/黄埔-海滨南岸会所,5800,可议,2023-03-31,nan,个人,花生香港,
出租YHILL近港大新学生公寓,https://hongkong365.cn/house/63d61fe647cd376ae63f8ee3,男性,学生公寓,合租, 薄扶林-海光大厦,6800,可议,2023-03-31,nan,个人,花生香港,
东涌两室两卫新房单人间,https://hongkong365.cn/house/6426bf91438c5c739c66c648,女性,洋楼,合租, 东涌/马湾/愉景湾-东涌,7250,可议,2023-03-31,nan,个人,花生香港,
香港理工大学附近房源短租,https://hongkong365.cn/house/6426b0c7588e5475ef6fed8e,女性,唐楼,合租, 尖沙咀/佐敦-佐敦,5800,可议,2023-03-31,nan,个人,花生香港,
西营盘高层洋楼降价转租,https://hongkong365.cn/house/641ec037e898bf4f570ed22c,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-丰逸大厦,4900,可议,2023-03-31,nan,个人,花生香港,
大围金禧花园转租,https://hongkong365.cn/house/6426637d438c5c739c66c578,女性,洋楼,合租, 大围/沙田-金禧花园,5500,可议,2023-03-31,港中文,个人,花生香港,
罗湖口岸85平高档小区转租,https://hongkong365.cn/house/642539a4157cf72d4500fb46,女性,酒店式公寓,合租, 粉岭/上水-兆鑫汇金广场2期,5400,可议,2023-03-30,港中文,个人,花生香港,
女单人间转租,https://hongkong365.cn/house/64250702438c5c739c66c341,女性,学生公寓,合租, 红磡/黄埔-红磡曲街,6000,可议,2023-03-30,nan,个人,花生香港,
港大附近洋楼4个月出租,https://hongkong365.cn/house/642287646adf2345163615d4,男性,洋楼,合租, 西营盘/坚尼地城/石塘咀-西宝城，卑路乍街[公交站],7500,可议,2023-03-30,nan,个人,花生香港,
港岛铜锣湾精装房出租,https://hongkong365.cn/house/6425527a157cf72d4500fba0,男性,洋楼,整租, 湾仔/铜锣湾-百德大厦,7500,可议,2023-03-30,nan,个人,花生香港,
转租香港8度海逸酒店高级客房两张床中的一张单人床,https://hongkong365.cn/house/64253f81438c5c739c66c3a7,女性,酒店式公寓,合租, 土瓜湾/何文田-香港九龙土瓜湾九龙城道199号，香港8度海逸酒店,9000,0个月,2023-03-30,nan,个人,花生香港,
5.22-6.21海韵轩小房转租,https://hongkong365.cn/house/6425401b157cf72d4500fb66,女性,酒店式公寓,合租, 红磡/黄埔-海韵轩,8000,可议,2023-03-30,nan,个人,花生香港,
港大附近转租,https://hongkong365.cn/house/64254a6d438c5c739c66c3cd,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-新城大楼,5700,可议,2023-03-30,nan,个人,花生香港,
港大周边超抢手studio(oootopia)五月底转租,https://hongkong365.cn/house/6425a910438c5c739c66c4bd,男女皆可,酒店式公寓,整租, 西营盘/坚尼地城/石塘咀-OOOTOPIA,10800,可议,2023-03-30,nan,个人,花生香港,
大埔中心两室一厅短租,https://hongkong365.cn/house/6425abd3157cf72d4500fc8e,女性,洋楼,合租, 大埔/火炭/太和-大埔中心,6000,可议,2023-03-30,港中文,个人,花生香港,
西营盘地铁，短租4-7月，转租4900水电网全包，家电齐全,https://hongkong365.cn/house/6423be4e40891c69020e4df4,女性,唐楼,合租, 西营盘/坚尼地城/石塘咀-利基阁,4900,0个月,2023-03-29,nan,个人,花生香港,
大围名城,https://hongkong365.cn/house/64229ab1dfaa6956b741692e,男性,洋楼,合租, 大围/沙田-名城,9500,可议,2023-03-29,港中文,个人,花生香港,
已租出 海滨南岸中房骨折短租,https://hongkong365.cn/house/642325b940891c69020e4d7e,女性,洋楼,合租, 红磡/黄埔-红磡,2500,可议,2023-03-29,nan,个人,花生香港,
西营盘,https://hongkong365.cn/house/6423bd77caa3f001953d7db3,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-高乐花园,7200,可议,2023-03-29,nan,个人,花生香港,
海澄轩小房转租无厅长,https://hongkong365.cn/house/642432b2caa3f001953d7ed2,女性,酒店式公寓,合租, 马鞍山-海澄轩-海景酒店,7000,可议,2023-03-29,nan,个人,花生香港,
短租长租都可 沙田附近 第一城 独立单间,https://hongkong365.cn/house/6423daf7caa3f001953d7dfa,女性,洋楼,合租, 大围/沙田-沙田第一城,5500,可议,2023-03-29,港中文,个人,花生香港,
海滨南岸双人间下铺低价出租,https://hongkong365.cn/house/6424417d438c5c739c66c1f7,男性,洋楼,合租, 红磡/黄埔-海滨南岸东区第二座,4500,可议,2023-03-29,nan,个人,花生香港,
黄埔花园大主卧独卫,https://hongkong365.cn/house/64244366438c5c739c66c201,女性,洋楼,合租, 红磡/黄埔-黄埔花园,7100,可议,2023-03-29,nan,个人,花生香港,
近港大低价房源！！,https://hongkong365.cn/house/64245e91438c5c739c66c263,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-家凤楼,4400,可议,2023-03-29,nan,个人,花生香港,
超方正套间含泪折价转租 5min到上环10min到中环,https://hongkong365.cn/house/64219cf4dfaa6956b74167e1,男女皆可,洋楼,整租, 上环/中环/金钟-金荷大厦,12000,可议,2023-03-29,nan,个人,花生香港,
出租有成大厦公寓,https://hongkong365.cn/house/63e9d0229a68a87a2d2ea2c1,男女皆可,学生公寓,合租, 油麻地/旺角/太子-弥敦道9号美发,4500,可议,2023-03-29,nan,个人,花生香港,
大围名城4-8月单间转租,https://hongkong365.cn/house/64185dd9fcc70578691493b0,女性,洋楼,合租, 大围/沙田-名城,5600,可议,2023-03-28,港中文,个人,花生香港,
海澄轩大房床位转租,https://hongkong365.cn/house/64223721dfaa6956b741687c,女性,酒店式公寓,合租, 马鞍山-海澄轩-海景酒店,4000,可议,2023-03-28,nan,个人,花生香港,
转租盈彩华庭小房,https://hongkong365.cn/house/641b3bdd89f5e50f087e69c7,女性,酒店式公寓,合租, 红磡/黄埔-盈采华庭,5200,可议,2023-03-28,nan,个人,花生香港,
低价转租！沙田中心新宁大厦招客厅厅长【距沙田地铁站两分钟】【近中大城大】,https://hongkong365.cn/house/6422634c6abaa75f12522ac6,女性,洋楼,合租, 大围/沙田-新宁大厦,2000,可议,2023-03-28,港中文,个人,花生香港,
中環單間4800,https://hongkong365.cn/house/641d9264dfaa6956b7416016,女性,唐楼,合租, 上环/中环/金钟-卑利街35号,4800,可议,2023-03-28,nan,个人,花生香港,
湾仔8400女生带厨卫studio,https://hongkong365.cn/house/6422e9af6adf2345163616b8,女性,洋楼,整租, 湾仔/铜锣湾-轩尼诗道,8400,0个月,2023-03-28,nan,房东,花生香港,
hku地铁站步行一分钟高层海景一间转租,https://hongkong365.cn/house/64193826fcc70578691494ea,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-龙丰阁,6800,可议,2023-03-28,nan,个人,花生香港,
骨折转租hku地铁站附近高层海景一间转租,https://hongkong365.cn/house/6422f7a740891c69020e4d2c,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-龙丰阁,6800,可议,2023-03-28,nan,个人,花生香港,
湾仔星级酒店转租,https://hongkong365.cn/house/64230819f20e5c6ecf315a63,男女皆可,酒店式公寓,合租, 湾仔/铜锣湾-骆克道.华美粤海酒店[公交站],5000,可议,2023-03-28,nan,个人,花生香港,
湾仔一室一厅15000,https://hongkong365.cn/house/6420f6fcdfaa6956b7416640,女性,酒店式公寓,整租, 湾仔/铜锣湾-湾仔[地铁站],15000,0个月,2023-03-27,nan,房东,花生香港,
大围名城转租,https://hongkong365.cn/house/6420fbbc9c4c6a1a2e5556b8,男女皆可,酒店式公寓,合租, 大围/沙田-名城,7900,0个月,2023-03-27,港中文,个人,花生香港,
马鞍山新港城转租,https://hongkong365.cn/house/6421259c9c4c6a1a2e555718,女性,洋楼,合租, 马鞍山-新港城,4200,可议,2023-03-27,nan,个人,花生香港,
海湾轩小房出租,https://hongkong365.cn/house/642139bcdfaa6956b74166d3,男女皆可,酒店式公寓,合租, 红磡/黄埔-海湾轩海景酒店健身室,7740,可议,2023-03-27,nan,个人,花生香港,
低价转租港大附近单间,https://hongkong365.cn/house/64213d7cdfaa6956b74166d8,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-冠华大厦,7000,可议,2023-03-27,nan,个人,花生香港,
低价转租港大附近单间,https://hongkong365.cn/house/64213ea8dfaa6956b74166da,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-冠华大厦,7000,可议,2023-03-27,nan,个人,花生香港,
沙田地铁站上伟华中心高层短租3个月,https://hongkong365.cn/house/642144946abaa75f12522905,女性,洋楼,合租, 大围/沙田-伟华中心,4300,可议,2023-03-27,港中文,个人,花生香港,
佐敦房源转租,https://hongkong365.cn/house/64219afedfaa6956b74167d4,男女皆可,洋楼,整租, 尖沙咀/佐敦-文蔚楼后座,5000,可议,2023-03-27,nan,个人,花生香港,
香港大围金狮花园出短租,https://hongkong365.cn/house/64215a94dfaa6956b7416733,女性,洋楼,合租, 大围/沙田-金狮花园第一期,3500,可议,2023-03-27,港中文,个人,花生香港,
海韵轩小房原价转租，无厅长，刚签的合同,https://hongkong365.cn/house/6421a7c56adf2345163614c3,女性,酒店式公寓,合租, 红磡/黄埔-海韵轩,8280,可议,2023-03-27,nan,个人,花生香港,
海韵轩大房转租,https://hongkong365.cn/house/64219f376adf2345163614a2,女性,酒店式公寓,合租, 红磡/黄埔-海韵轩,7000,可议,2023-03-27,nan,个人,花生香港,
旺角 转租三个月单间 4500,https://hongkong365.cn/house/6421896fdfaa6956b7416796,女性,洋楼,合租, 油麻地/旺角/太子-花园街街市,4500,可议,2023-03-27,nan,个人,花生香港,
沙田凯悦短租一床位,https://hongkong365.cn/house/64219183dfaa6956b74167a9,女性,酒店式公寓,合租, 大围/沙田-香港沙田凯悦酒店,7750,可议,2023-03-27,港中文,个人,花生香港,
房间转租,https://hongkong365.cn/house/6420493fdfaa6956b74165a2,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-海怡花园,3000,可议,2023-03-26,nan,个人,花生香港,
大围名城转租,https://hongkong365.cn/house/642027d4e898bf4f570ed457,男女皆可,酒店式公寓,合租, 大围/沙田-名城,7900,0个月,2023-03-26,港中文,个人,花生香港,
港大附近套房出租,https://hongkong365.cn/house/641fff0b9c4c6a1a2e555593,女性,洋楼,整租, 西营盘/坚尼地城/石塘咀-香港大学,13000,可议,2023-03-26,nan,个人,花生香港,
转租 本月可入住 包水电网煤 大围金狮花园高层单间 限女生,https://hongkong365.cn/house/63caba98d69eae7838627926,女性,洋楼,合租, 大围/沙田-金狮花园第一期,4800,可议,2023-03-26,港中文,个人,花生香港,
熙华大厦/随时入住/仅限女生,https://hongkong365.cn/house/641fb2ef9c4c6a1a2e5554e2,女性,洋楼,整租, 湾仔/铜锣湾-熙华大厦,13500,可议,2023-03-26,nan,房东,花生香港,
转租大围站荟荞房源近中大浸会城大,https://hongkong365.cn/house/63e364ad3f3c8057bd15984b,女性,洋楼,合租, 大围/沙田-Sha Tin Heights Village,4300,可议,2023-03-26,港中文,个人,花生香港,
銅鑼灣百德新街有房出租啦,https://hongkong365.cn/house/641f1c18dfaa6956b74163e3,女性,洋楼,整租, 湾仔/铜锣湾-海湾大厦,9000,0个月,2023-03-26,nan,房东,花生香港,
大埔区性价比之最，空间超大，找厅长！,https://hongkong365.cn/house/642041ec9c4c6a1a2e5555f8,女性,洋楼,合租, 大埔/火炭/太和-太和梅树坑路,3450,可议,2023-03-26,港中文,房东,花生香港,
转租 太子 洋楼高层单间 近城大理大,https://hongkong365.cn/house/63e8ecda80e40268b5786ae4,男女皆可,洋楼,合租, 油麻地/旺角/太子-容记小菜王,6500,可议,2023-03-25,nan,个人,花生香港,
超划算港大西营盘海景房转租,https://hongkong365.cn/house/641e5f0a9c4c6a1a2e55524a,男性,洋楼,合租, 西营盘/坚尼地城/石塘咀-丰盛大厦,7000,可议,2023-03-25,nan,个人,花生香港,
西营盘一室一厅一万,https://hongkong365.cn/house/641edd6fdfaa6956b7416353,女性,酒店式公寓,整租, 西营盘/坚尼地城/石塘咀-西营盘,10000,0个月,2023-03-25,nan,房东,花生香港,
低价转租irent学生公寓靠近理大城大,https://hongkong365.cn/house/641e9e47dfaa6956b74162d5,女性,学生公寓,合租, 尖沙咀/佐敦-班兰咖啡,3400,可议,2023-03-25,nan,个人,花生香港,
香港学生公寓急转五月到八月短租,https://hongkong365.cn/house/6414abaf5666376623014760,男性,学生公寓,合租, 红磡/黄埔-香港逸酒店,5000,可议,2023-03-25,nan,个人,花生香港,
大围名城转租，起租日期和价格都可以商量,https://hongkong365.cn/house/641efe669c4c6a1a2e5553db,男性,学生公寓,合租, 大围/沙田-名城,6000,可议,2023-03-25,港中文,个人,花生香港,
大埔富亨邨村屋短租 近教大和中大,https://hongkong365.cn/house/641f0f0b9c4c6a1a2e555415,男性,村屋,合租, 大埔/火炭/太和-富亨邨,5500,可议,2023-03-25,港中文,房东,花生香港,
沙田第一城大飘窗单间招租啦,https://hongkong365.cn/house/641d1f2aa96fd149ac4c9a20,女性,洋楼,合租, 大围/沙田-沙田第一城,5700,0个月,2023-03-24,港中文,房东,花生香港,
（女生）出租大围名城单间6.1-8.15,https://hongkong365.cn/house/641c7e37e898bf4f570ecd83,女性,学生公寓,合租, 大围/沙田-名城,4000,可议,2023-03-24,港中文,个人,花生香港,
名城单间转租,https://hongkong365.cn/house/640bda35f71b6606ad737163,男性,学生公寓,合租, 大围/沙田-名城,5000,可议,2023-03-24,港中文,个人,花生香港,
海澄轩小房转租,https://hongkong365.cn/house/641d0f67a96fd149ac4c99fa,女性,酒店式公寓,合租, 马鞍山-海澄轩-海景酒店,5800,可议,2023-03-24,nan,个人,花生香港,
23fall海澄轩8月入住,https://hongkong365.cn/house/641d1247e898bf4f570ece1c,男女皆可,酒店式公寓,合租, 马鞍山-海澄轩-海景酒店,8500,可议,2023-03-24,nan,个人,花生香港,
大围柏傲庄新楼盘单人间招租（月付可谈）,https://hongkong365.cn/house/641d462f9c4c6a1a2e554fd6,男女皆可,洋楼,合租, 大围/沙田-大围[地铁站]-B出入口,7500,可议,2023-03-24,港中文,个人,花生香港,
中大马鞍山超低价小房转租,https://hongkong365.cn/house/641d7f6be898bf4f570ecf21,女性,洋楼,合租, 马鞍山-新港城3期停车场,4000,可议,2023-03-24,nan,个人,花生香港,
海韵轩一座  找大房室友,https://hongkong365.cn/house/641d92f6dfaa6956b741601a,女性,酒店式公寓,合租, 红磡/黄埔-海韵轩,7400,可议,2023-03-24,nan,个人,花生香港,
海澄轩整套转租,https://hongkong365.cn/house/641d533ee898bf4f570eceae,男女皆可,酒店式公寓,整租, 马鞍山-海澄轩,17300,可议,2023-03-24,nan,个人,花生香港,
大围名城双人间独立卫浴单人床位,https://hongkong365.cn/house/641dbdc09c4c6a1a2e55515b,女性,学生公寓,合租, 大围/沙田-名城,5000,可议,2023-03-24,港中文,个人,花生香港,
何文田急出！！降价出！,https://hongkong365.cn/house/6418952efcc7057869149436,男女皆可,洋楼,合租, 土瓜湾/何文田-Homantin Market,8000,可议,2023-03-24,nan,个人,花生香港,
🇭🇰留学转租｜红磡何文田转租,https://hongkong365.cn/house/641bf170e898bf4f570ecbec,男女皆可,唐楼,整租, 红磡/黄埔-兴发大厦,6000,0个月,2023-03-23,nan,个人,花生香港,
大围名城学生双人间超低价转租,https://hongkong365.cn/house/640c7bfff71b6606ad737289,女性,洋楼,合租, 大围/沙田-名城,3000,可议,2023-03-23,港中文,个人,花生香港,
5月10~8月20理工大旁单人套房(已租),https://hongkong365.cn/house/641bc79989f5e50f087e6a27,男女皆可,洋楼,合租, 尖沙咀/佐敦-尖沙咀,6800,可议,2023-03-23,nan,个人,花生香港,
城大浸会深水埗租房,https://hongkong365.cn/house/641beb4ee898bf4f570ecbce,女性,洋楼,合租, 长沙湾/深水埗/荔枝角-华懋富临门大厦,4200,0个月,2023-03-23,nan,个人,花生香港,
